castTotalLikes,directorLikes,actor1likes,criticReviews,fbPosters,duration,actor3likes,actor2,userReviews,gross,actor1,title,userVotes,language,country,contentRating,budget,year,actor2Likes,rating,aspectRatio,movieLikes,genre,subgenre
1581,282,586,30,1,97,148,Cleavon Little,27,,Redd Foxx,Cotton Comes to Harlem ,1172,English,USA,R,1200000,1970,434,6.6,1.85,477,Action,Comedy
11257,2,10000,9,0,84,475,Sabrina Carmichael,7,,William McNamara,The Wicked Within ,742,English,USA,R,1200000,2015,500,4.6,,479,Horror,
1810,0,498,7,1,100,312,Deirdre Lorenz,2,,Seregon O'Dassey,Bleeding Hearts ,71,English,USA,,1200000,2015,350,4.2,,242,Horror,
19957,6,16000,91,3,94,804,Dane Cook,236,16101109,Ryan Reynolds,Waiting... ,76467,English,USA,R,3000000,2005,1000,6.8,1.85,0,Comedy,
1311,222,680,99,0,90,68,Gary Stretch,207,6013,Paddy Considine,Dead Man's Shoes ,39929,English,UK,,695393,2004,404,7.7,1.85,0,Crime,Drama
1617,,511,2,0,,206,John Jarratt,6,,Richard Cawthorne,Wolf Creek             ,726,English,Australia,,,,457,7.1,2,954,Drama,Horror
1329,155,448,57,0,92,147,Clu Gulager,37,1400000,Terry Kiser,From a Whisper to a Scream ,1324,English,USA,R,1100000,1987,426,5.9,1.85,241,Action,Drama
0,0,,12,0,105,,,8,247740,,Sex with Strangers ,285,English,USA,,,2002,,4.7,1.33,51,Documentary,Drama
21,126,14,58,1,73,3,CindyMarie Small,32,39659,Sarah Murphy-Dyson,Dracula: Pages from a Virgin's Diary ,1555,English,Canada,,1600000,2002,4,7,1.85,131,Comedy,Horror
521,12,412,5,2,116,25,Frank Rautenbach,36,,Sean Cameron Michael,Faith Like Potatoes ,2050,Zulu,South Africa,PG,10000000,2006,48,6.9,1.85,0,Drama,
645,22,434,97,1,110,48,Marilyn Norry,82,56129,Chris Gauthier,Beyond the Black Rainbow ,6555,English,Canada,R,1100000,2010,95,6.1,2.35,0,Sci-Fi,Thriller
1445,338,1000,481,0,102,60,Yayan Ruhian,316,4105123,Iko Uwais,The Raid: Redemption ,148221,Indonesian,Indonesia,R,1100000,2011,342,7.6,1.85,51000,Action,Crime
2510,252,1000,17,1,89,252,Vernon Wells,15,,Johnny Pacar,The Dead Undead ,737,English,USA,R,1100000,2010,745,3,1.85,444,Action,Horror
12,0,12,9,0,76,0,Anella Vastola,10,,Piero Maggiò,The Vatican Exorcisms ,332,English,Italy,R,1100000,2013,0,2.6,2.35,200,Horror,
3442,345,2000,242,4,82,269,Claude Rains,1123,,Humphrey Bogart,Casablanca ,387508,English,USA,PG,950000,1942,607,8.6,1.37,23000,Drama,Romance
29,0,12,95,0,89,5,Rosie Traynor,85,,Talia Zucker,Lake Mungo ,9465,English,Australia,R,1400000,2008,5,6.1,1.85,0,Drama,Horror
1052,6,964,14,1,150,20,Shazahn Padamsee,35,,Ranbir Kapoor,Rocket Singh: Salesman of the Year ,11010,Hindi,India,,,2009,22,7.5,,773,Comedy,Drama
1080,136,844,87,1,89,42,Ron Rifkin,199,,Bruce Dern,Silent Running ,20678,English,USA,GP,1000000,1972,184,6.7,1.85,0,Drama,Sci-Fi
16094,80,13000,141,0,145,794,Burgess Meredith,542,117235247,Sylvester Stallone,Rocky ,375240,English,USA,PG,960000,1976,1000,8.1,1.33,0,Drama,Sport
622,2,321,16,1,91,9,Brady Corbet,2,,Christopher Abbott,The Sleepwalker ,512,English,Norway,Not Rated,1100000,2014,287,4.9,2.35,234,Drama,
4878,0,2000,212,0,89,606,Hal Holbrook,335,21378000,Jamie Lee Curtis,The Fog ,46493,English,USA,R,1000000,1980,826,6.8,2.35,7000,Fantasy,Horror
1371,62,883,30,1,121,69,Susannah York,56,,Albert Finney,Tom Jones ,8508,English,UK,Unrated,1000000,1963,269,6.8,1.37,328,Adventure,Comedy
1565,6,707,270,0,83,142,Renee Olstead,309,31537320,Shelley Hennig,Unfriended ,44329,English,USA,R,1000000,2014,305,5.7,1.85,13000,Horror,Mystery
23525,17000,22000,211,1,110,595,Albert Brooks,881,,Robert De Niro,Taxi Driver ,507063,English,USA,R,1300000,1976,745,8.3,1.85,35000,Crime,Drama
4438,287,1000,161,0,91,725,Robert Picardo,195,17986000,Patrick Macnee,The Howling ,22773,English,USA,R,1000000,1981,823,6.6,1.85,0,Horror,
1421,92,650,184,4,110,177,Jack Lord,389,16067035,Ursula Andress,Dr. No ,116642,English,UK,Approved,1100000,1962,275,7.3,1.37,5000,Action,Adventure
2665,18,1000,270,0,86,300,Ingrid Bolsø Berdal,271,18112929,Jesse McCartney,Chernobyl Diaries ,52642,English,USA,R,1000000,2012,466,5,1.85,24000,Horror,Mystery
673,385,266,203,0,86,100,Ashley Laurence,335,14564027,Andrew Robinson,Hellraiser ,76407,English,UK,R,1000000,1987,209,7,1.85,0,Fantasy,Horror
1810,18,634,29,11,120,295,Robin Givens,102,20773070,Benjamin A. Onyango,God's Not Dead 2 ,4501,English,USA,PG,5000000,2016,420,3.4,2.35,0,Drama,
3155,65,1000,137,0,90,683,Gary Cole,220,10042266,Julian Morris,Cry_Wolf ,23021,English,USA,PG-13,1000000,2005,989,5.9,2.35,816,Drama,Horror
53,2,43,107,0,99,3,Naomi Nishida,140,10037390,Hiroshi Abe,Godzilla 2000 ,5442,Japanese,Japan,PG,1000000000,1999,3,6,2.35,339,Action,Adventure
35941,310,33000,377,0,112,616,Mike Vogel,283,9701559,Ryan Gosling,Blue Valentine ,141425,English,USA,R,3500000,2010,2000,7.4,1.66,25000,Drama,Romance
3192,2,2000,169,2,103,226,Felicity Huffman,230,9013113,Kevin Zegers,Transamerica ,36321,English,USA,R,1000000,2005,508,7.4,1.85,0,Adventure,Comedy
988,19,403,225,0,83,128,Claudiu Trandafir,290,53245055,Fernanda Andrade,The Devil Inside ,30570,English,USA,R,1000000,2012,169,4.2,1.85,12000,Horror,
731,199,503,101,8,109,44,Cynthia Myers,137,9000000,Charles Napier,Beyond the Valley of the Dolls ,7584,English,USA,X,900000,1970,46,6.2,2.35,0,Comedy,Drama
831,0,356,39,1,89,102,Neville Brand,36,,James Drury,Love Me Tender ,2636,English,USA,,1000000,1956,110,6.2,2.35,365,Drama,Romance
929,49,861,372,0,96,,Al Gore,504,23808111,Billy West,An Inconvenient Truth ,67654,English,USA,PG,,2006,68,7.5,1.85,0,Documentary,
510,23,183,40,0,109,88,Richard Jaeckel,69,,James Brown,Sands of Iwo Jima ,7346,English,USA,Approved,1000000,1949,102,7.2,1.37,624,Action,Drama
1218,17000,543,129,0,122,184,Keith Richards,67,5355376,Mick Jagger,Shine a Light ,9638,English,USA,PG-13,,2008,426,7.2,1.85,0,Biography,Documentary
2082,0,640,285,0,100,389,Richard Burgi,164,7186670,Daryl Sabara,The Green Inferno ,21468,English,USA,R,6000000,2013,550,5.4,2.35,12000,Adventure,Horror
283,0,202,29,0,109,30,Alex Lawther,5,,Juliet Stevenson,Departure ,162,English,UK,,1100000,2015,47,7,1.85,75,Drama,Family
1899,20,422,337,3,95,365,Adam Arkin,126,5997134,W. Earl Brown,The Sessions ,36381,English,USA,R,1000000,2012,374,7.2,1.85,11000,Biography,Comedy
42,11,37,120,0,94,2,Eric Schlosser,183,4417124,Michael Pollan,"Food, Inc. ",42389,English,USA,PG,,2008,3,7.9,1.78,37000,Documentary,
1147,10,544,40,1,107,245,Robert Amaya,82,5355847,Rachel Hendrix,October Baby ,6110,English,USA,PG-13,,2011,264,6.8,,0,Drama,
23461,122,22000,38,1,104,458,Callie Thorne,86,3386698,Philip Seymour Hoffman,Next Stop Wonderland ,4195,English,USA,R,1000000,1998,472,6.7,1.85,392,Comedy,Drama
28817,655,24000,387,0,96,973,Jennifer Garner,881,143492840,J.K. Simmons,Juno ,414345,English,USA,PG-13,7500000,2007,3000,7.5,1.85,10000,Comedy,Drama
3986,7,3000,185,2,93,180,Boyd Holbrook,79,5283379,Ty Burrell,The Skeleton Twins ,31254,English,USA,R,,2014,439,6.8,2.35,0,Comedy,Drama
1263,46,321,348,0,102,287,Julia Garner,186,2981638,Christopher Abbott,Martha Marcy May Marlene ,40425,English,USA,R,,2011,300,6.9,2.35,0,Drama,Mystery
1587,9,612,155,1,84,313,Jenny Slate,73,3122616,Gaby Hoffmann,Obvious Child ,16594,English,USA,R,,2014,457,6.8,2.35,0,Comedy,Drama
994,33,496,181,1,97,229,Michael O'Keefe,93,2508841,Charlie McDermott,Frozen River ,21746,English,USA,R,1000000,2008,238,7.2,1.85,0,Crime,Drama
198,9,130,149,0,91,13,Lou Adler,80,4946250,Sheryl Crow,20 Feet from Stardom ,9540,English,USA,PG-13,1000000,2013,19,7.4,1.78,14000,Documentary,Music
21124,56,21000,54,3,84,13,Natasha Gregson Wagner,102,1950218,Robert Downey Jr.,Two Girls and a Guy ,5933,English,USA,R,1000000,1997,104,5.6,1.85,387,Comedy,Drama
2400,132,778,18,2,86,584,Anne Heche,32,1277257,Kevin Corrigan,Walking and Talking ,2629,English,UK,R,1000000,1996,695,6.8,1.85,227,Comedy,Drama
2323,11,1000,122,3,91,121,Mark Addy,174,45857453,Tom Wilkinson,The Full Monty ,82232,English,UK,R,3500000,1997,891,7.2,1.85,0,Comedy,Drama
1447,2,783,87,0,92,5,Phyllis Diller,155,1677838,Ed Begley Jr.,Who Killed the Electric Car? ,11283,English,USA,PG,1000000,2006,659,7.7,1.75,0,Documentary,
3085,112,1000,51,1,94,428,Nia Long,120,1744858,Justin Theroux,The Broken Hearts Club: A Romantic Comedy ,6084,English,USA,R,1000000,2000,826,7,2.35,671,Comedy,Drama
1587,152,1000,260,2,92,124,Ossie Davis,366,,Daniel Roebuck,Bubba Ho-Tep ,38893,English,USA,R,1000000,2002,282,7.2,1.85,0,Comedy,Fantasy
5497,11,2000,218,4,103,543,Dylan Minnette,154,80021740,Odeya Rush,Goosebumps ,47988,English,USA,PG,58000000,2015,1000,6.4,2.35,35000,Adventure,Comedy
295,12,245,16,0,100,6,Saul Williams,51,982214,Sonja Sohn,Slam ,1976,English,USA,R,1000000,1998,38,7.2,1.85,603,Drama,
1107,13,957,12,0,119,25,Frank Gerrish,63,798341,Wilford Brimley,Brigham City ,983,English,USA,PG-13,1000000,2001,81,7.2,1.85,100,Crime,Drama
773,10,353,1,3,167,97,Manoj Bajpayee,19,610991,Karisma Kapoor,Fiza ,2715,Hindi,India,,1000000,2000,186,6.2,2.35,92,Drama,Romance
3931,0,1000,48,0,92,842,Sid Caesar,131,,Madeline Kahn,History of the World: Part I ,36559,English,USA,R,11000000,1981,898,6.9,2.35,0,Comedy,
904,406,406,59,0,92,194,Dian Bachar,168,582024,Trey Parker,Orgazmo ,30396,English,USA,NC-17,1000000,1997,203,6.2,1.85,0,Comedy,Sci-Fi
12385,234,11000,88,0,108,463,Paul Schneider,126,548712,Zooey Deschanel,All the Real Girls ,9233,English,USA,R,2500000,2003,552,6.9,2.35,571,Drama,Romance
1692,4,611,28,0,97,301,Cathy Moriarty,29,464655,David Arquette,Dream with the Fishes ,1524,English,USA,R,1000000,1997,394,7,1.85,166,Comedy,Drama
1641,22,638,44,0,88,275,Agnes Bruckner,68,464126,Frances Fisher,Blue Car ,3142,English,USA,R,1000000,2002,400,6.7,1.85,115,Drama,
2289,0,844,13,1,100,268,Lupe Ontiveros,32,428535,Cheech Marin,Luminarias ,505,English,USA,R,1000000,2000,625,3.6,,24,Comedy,Romance
12234,71,11000,117,0,100,145,Nat Wolff,61,750100,James Franco,Palo Alto ,19752,English,USA,R,,2013,733,6.3,1.85,0,Drama,
42,13,20,100,6,124,7,Scandar Copti,32,621240,Shahir Kabaha,Ajami ,4999,Arabic,Germany,,,2009,13,7.4,1.85,0,Crime,Drama
4720,21,1000,117,2,88,772,Patrick Fugit,88,104077,Leslie Bibb,Wristcutters: A Love Story ,46076,English,USA,R,1000000,2006,835,7.4,1.78,11000,Comedy,Drama
7098,135,7000,140,0,106,11,Cara Seymour,160,334658,Steven Yeun,I Origins ,75633,English,USA,R,,2014,71,7.3,2.39,32000,Drama,Romance
2489,2,855,29,2,79,551,Elden Henson,49,279282,Shiri Appleby,The Battle of Shaker Heights ,3806,English,USA,PG-13,1000000,2003,577,6.1,1.85,150,Comedy,Drama
2369,0,873,308,1,135,310,AJ Michalka,593,43982842,Michael Imperioli,The Lovely Bones ,125114,English,USA,PG-13,65000000,2009,559,6.7,2.35,16000,Drama,Fantasy
6,50,3,248,1,96,0,Herman Koto,107,484221,Anwar Congo,The Act of Killing ,23836,Indonesian,UK,Not Rated,1000000,2012,3,8.2,1.85,20000,Biography,Crime
313,141,141,84,0,53,23,George W. Bush,40,274661,Alex Gibney,Taxi to the Dark Side ,10564,English,USA,R,1000000,2007,125,7.7,1.85,0,Crime,Documentary
118,10,102,40,0,97,5,Marv Albert,13,144431,Pelé,Once in a Lifetime: The Extraordinary Story of the New York Cosmos ,1290,English,UK,PG-13,1000000,2006,7,7.3,1.85,587,Documentary,Sport
15,0,12,,0,120,0,Rufus Graham,2,227241,Kumar Gaurav,Guiana 1838 ,56,English,USA,Unrated,,2004,3,7.4,,32,Drama,
3258,165,978,13,1,90,679,Fisher Stevens,16,112521,Mira Sorvino,Lisa Picard Is Famous ,455,English,USA,PG-13,,2000,922,5.7,,25,Comedy,Drama
86,9,53,31,1,91,9,Tom Hamann,16,287761,Josh Swanson,Antarctica: A Year on Ice ,2482,English,New Zealand,PG,1000000,2013,24,7.6,1.85,0,Adventure,Biography
28,0,20,43,0,93,0,Brian Whitaker,11,100240,G.W. Krauss,A Lego Brickumentary ,1220,English,Denmark,G,1000000,2014,8,6.8,,0,Documentary,
263584,74,260000,2,3,112,891,Randy Wayne,5,96734,Matthew Ziff,Hardflip ,606,English,USA,PG-13,1000000,2012,984,5.6,1.85,706,Action,Drama
2024,5,724,4,5,160,219,Anil Kapoor,30,49000,Emraan Hashmi,Chocolate: Deep Dark Secrets ,1524,Hindi,India,,1500000,2005,668,4.8,,31,Thriller,
3833,243,969,238,0,95,725,Greta Gerwig,193,100659,Lena Dunham,The House of the Devil ,30160,English,USA,R,900000,2009,962,6.4,1.85,0,Horror,
1452,11,443,112,1,93,271,Clayne Crawford,73,48430,David Hyde Pierce,The Perfect Host ,20176,English,USA,R,500000,2010,298,6.8,1.85,0,Comedy,Crime
1141,29,499,33,0,88,117,Michael Lerner,52,21210,Harvey Fierstein,Safe Men ,2735,English,USA,R,1000000,1998,230,6.1,1.85,157,Comedy,Crime
1042,5,590,8,2,105,73,Patsy Kensit,43,,Patrick Renna,Speedway Junky ,1434,English,USA,R,1000000,1999,231,5.2,,27,Crime,Drama
196,8,96,95,1,98,14,Louis Mustillo,17,22434,Yul Vazquez,The Last Big Thing ,334,English,USA,R,,1996,71,6.9,1.85,43,Comedy,Drama
3905,82,2000,29,0,82,490,James Gunn,54,12996,Judy Greer,The Specials ,1938,English,USA,R,1000000,2000,571,6,1.85,210,Action,Comedy
1647,32,386,3,1,89,256,Emily Baldoni,6,,Will Rothhaar,16 to Life ,397,English,USA,,1000000,2009,261,6.3,1.78,143,Comedy,Romance
509,0,262,71,0,78,61,Ana Claudia Talancón,31,10018,Jordana Spiro,Alone with Her ,3228,English,USA,Not Rated,1000000,2006,163,6.1,1.85,244,Crime,Drama
928,4,446,36,1,97,150,Alexia Rasmussen,7,62480,Nora Zehetner,Creative Control ,1048,English,USA,R,1000000,2015,171,5.5,2.39,793,Drama,Sci-Fi
2694,0,975,56,0,81,394,Paul Blackthorne,37,6387,Michael Rapaport,Special ,4862,English,USA,R,1000000,2006,645,6.9,1.85,0,Comedy,Drama
2633,18,491,8,3,90,422,Jamie Kennedy,13,5494,Frances Bay,Sparkler ,377,English,USA,R,,1997,490,5.6,,17,Comedy,Drama
1188,0,639,3,2,97,94,Vanilla Ice,9,,Scott Levy,The Helix... Loaded ,534,English,USA,R,1000000,2005,361,1.9,1.78,128,Action,Adventure
1284,53,563,8,2,88,176,Mariel Hemingway,12,721,David Keith,In Her Line of Fire ,783,English,Germany,R,1000000,2006,288,4.1,1.85,42,Action,Drama
920,436,474,9,3,96,4,Frank Whaley,21,703,Lynn Cohen,The Jimmy Show ,480,English,USA,R,1500000,2001,436,5.4,1.85,47,Comedy,Drama
351,50,327,87,0,105,8,Andrea Vergara,15,,Kenny Johnston,Heli ,3499,Spanish,Mexico,Not Rated,1000000,2013,9,6.8,1.85,0,Crime,Drama
19,3,7,6,9,,4,Ayesha Omar,15,,Rasheed Naz,Karachi se Lahore ,876,Urdu,Pakistan,,1000000,2015,5,7,,259,Comedy,Family
1635,57,442,14,0,76,228,Kevin McCarthy,75,,Ilene Graff,Loving Annabelle ,9190,English,USA,Not Rated,1000000,2006,403,6.7,1.85,501,Drama,Romance
2607,0,782,20,1,96,396,Matt Walsh,8,,Jason Ritter,Hits ,1359,English,USA,,1000000,2014,490,5.8,1.78,903,Comedy,Drama
997,0,363,23,2,99,131,A.J. Buckley,26,,Nicole Randall Johnson,Jimmy and Judy ,1420,English,USA,R,1000000,2006,275,6.2,,138,Crime,Drama
1752,15,984,6,4,90,106,Lauren C. Mayhew,28,,Randy Wayne,Frat Party ,1612,English,USA,R,1000000,2009,157,2.8,16,297,Comedy,
964,82,694,12,1,94,47,Eddie Albert,7,,Oliver Reed,The Party's Over ,340,English,UK,,,1965,196,7.3,1.37,32,Drama,
1593,3,767,2,2,87,149,Ossie Davis,22,,Aidan Quinn,Proud ,275,English,USA,PG,1000000,2004,282,5.8,,141,Drama,
52113,923,34000,12,3,93,904,Chloë Grace Moretz,24,,Jennifer Lawrence,The Poker House ,3943,English,USA,R,,2008,17000,6.5,1.85,599,Drama,
1996,0,1000,,5,90,171,Barbara Hershey,,,Joe Mantegna,Childless ,33,English,USA,R,1000000,2008,618,6.1,,3,Drama,
292,23,199,64,0,89,23,Janette Armand,39,,Russell Hodgkinson,ZMD: Zombies of Mass Destruction ,3650,English,USA,R,500000,2009,37,5.1,1.85,0,Comedy,Horror
1549,142,458,7,1,83,317,Shanley Caswell,14,,Maureen McCormick,Snow White: A Deadly Summer ,634,English,USA,PG-13,1000000,2012,383,2.2,1.78,150,Horror,
90,0,90,9,0,96,0,Germán Alcarazu,7,,Álex Angulo,Hidden Away ,955,Spanish,Spain,Unrated,,2014,0,7.2,2.35,68,Drama,Romance
2116,0,898,21,1,90,360,Marlene Forte,12,,Nicole Beharie,My Last Day Without You ,982,English,USA,,1000000,2011,395,5.7,1.66,370,Comedy,Drama
1350,105,592,,6,138,110,Sticky Fingaz,1,,Wesley Jonathan,Steppin: The Movie ,293,English,USA,PG-13,1000000,2009,207,3.4,,41,Comedy,Music
11466,142,10000,1,3,84,402,Tom Berenger,6,,William McNamara,Doc Holliday's Revenge ,93,English,USA,PG-13,1000000,2014,854,3.8,1.78,54,Western,
344,224,224,95,1,83,37,Anslem Richardson,47,,Katie Aselton,Black Rock ,6531,English,USA,R,,2012,59,4.7,1.85,0,Horror,Thriller
1226,0,335,40,2,96,177,Alexander Vlahos,41,,David Oakes,Truth or Die ,6513,English,UK,Not Rated,1000000,2012,334,5.6,2.35,968,Horror,Mystery
109,6,92,6,0,94,0,Pierre Dulat,24,,Magi Avila,The Pet ,425,English,USA,,1000000,2006,17,3.9,,91,Drama,Thriller
231,0,57,16,2,90,36,Chloe Rose,16,,Boyd Banks,Bang Bang Baby ,137,English,Canada,,1000000,2014,40,5.4,,48,Drama,Musical
1825,53,677,39,0,95,253,Kevin Gage,19,,Angelina Armani,Fear Clinic ,6256,English,USA,R,1000000,2015,366,5.2,2.35,936,Horror,
656,3,214,150,2,93,115,Shona Kay,30,,Jason K. Wixom,Zombie Hunter ,2057,English,USA,Not Rated,1000000,2013,211,3.5,2.35,0,Action,Comedy
2677,0,657,1,0,111,426,Luke Perry,1,,Justin Baldoni,A Fine Step ,207,,USA,PG,1000000,2014,608,5.3,,212,Drama,
5056,0,3000,393,0,101,888,Spencer Wilding,212,2319187,Rosario Dawson,Trance ,92640,English,UK,R,20000000,2013,1000,7,2.35,23000,Crime,Drama
1567,17,754,32,0,103,113,Dick Van Patten,55,,Cliff Robertson,Charly ,4998,English,USA,PG,,1968,605,7.1,2.35,785,Drama,Romance
1618,0,696,78,1,87,302,Katia Winter,56,,Monique Candelaria,Banshee Chapter ,6265,English,Germany,R,950000,2013,371,5.5,,2000,Horror,Thriller
1713,,775,,8,30,223,David DeLuise,14,,Eric Lloyd,Jesse             ,954,English,USA,,,,275,5.9,,57,Comedy,
2468,12,529,8,1,100,354,Gia Mantegna,64,,Kimberly Williams-Paisley,Ask Me Anything ,7870,English,USA,Not Rated,950000,2014,413,6,,884,Drama,
2504,29,1000,6,1,90,558,Mike Colter,4,,Vanessa Williams,And Then Came Love ,443,English,USA,,989000,2007,569,4.8,,42,Comedy,Romance
104,0,56,9,0,83,17,Robert Kennedy Jr.,3,,Alma Martinez,Food Chains ,265,English,USA,,913000,2014,28,7.1,,489,Documentary,News
11094,603,10000,134,2,108,279,Karl Malden,281,9600000,Marlon Brando,On the Waterfront ,100890,English,USA,Not Rated,910000,1954,416,8.2,1.85,0,Crime,Drama
2924,28,945,18,8,100,501,Geoff Stults,15,20186,Justin Kirk,L!fe Happens ,6025,English,USA,R,930000,2011,756,5.7,2.35,995,Comedy,
264,163,131,233,0,113,27,Vlad Ivanov,172,1185783,Anamaria Marinca,"4 Months, 3 Weeks and 2 Days ",44763,Romanian,Romania,Not Rated,590000,2007,60,7.9,1.85,14000,Drama,
1343,171,1000,10,0,97,76,Brian Dorton,3,,Javier Botet,The Horror Network Vol. 1 ,139,English,USA,,3000000,2015,171,7.3,,52,Horror,
117,171,109,231,0,104,0,G.J. Echternkamp,651,1007962,Odessa Rae,Hard Candy ,131969,English,USA,R,950000,2005,8,7.1,2.35,12000,Crime,Drama
3299,91,982,65,0,91,659,David Gallagher,90,381186,Katy Mixon,The Quiet ,13485,English,USA,R,900000,2005,796,6.4,2.35,698,Drama,Thriller
509,32,144,76,1,107,127,Reza Sixo Safai,43,439958,Sarah Kazemy,Circumstance ,6277,Persian,France,R,,2011,127,5.9,2.35,0,Drama,
687,0,282,327,0,85,88,Melonie Diaz,168,16097842,Ahna O'Reilly,Fruitvale Station ,53919,English,USA,R,900000,2013,270,7.5,1.85,17000,Biography,Drama
4184,6,975,62,2,101,727,Michael Angarano,39,6643,Jack McBrayer,The Brass Teapot ,11965,English,USA,R,900000,2012,947,6.4,2.35,0,Comedy,Fantasy
63,11,16,116,0,70,8,Donnie Dunagan,136,102797150,Sam Edwards,Bambi ,94225,English,USA,Approved,,1942,12,7.4,1.33,0,Animation,Drama
897,0,465,73,1,88,102,Rian Bishop,23,442638,John Enos III,The Hammer ,5489,English,USA,R,850000,2007,140,7.3,,337,Comedy,Romance
15800,29,12000,238,1,112,874,Harold Perrineau,122,42919096,Dwayne Johnson,Snitch ,64748,English,USA,PG-13,15000000,2013,1000,6.5,2.35,12000,Action,Drama
26017,6,23000,35,2,107,522,Rob McElhenney,252,819939,Joseph Gordon-Levitt,Latter Days ,14580,English,USA,R,850000,2003,813,7.2,1.85,0,Comedy,Drama
0,0,0,2,1,78,0,Christophe Cherki,2,,Stana Roumillac,Elza ,19,French,France,,900000,2011,0,6.7,16,24,Drama,
5435,66,904,6,4,90,734,Ruby Dee,3,,Bokeem Woodbine,1982 ,122,English,USA,R,1000000,2013,782,7.1,,181,Drama,
3770,15,938,115,0,88,567,Ari Graynor,34,1243961,James Wolk,"For a Good Time, Call... ",13421,English,USA,R,850000,2012,904,6,2.35,0,Comedy,
1751,43,904,193,2,92,172,Janel Parrish,61,3094687,Ari Graynor,Celeste & Jesse Forever ,24391,English,USA,R,,2012,517,6.7,2.35,0,Comedy,Drama
1185,14,284,16,1,95,221,D. David Morin,158,15278,Gavin MacLeod,Time Changer ,1742,English,USA,PG,825000,2002,234,5.6,1.85,409,Drama,Fantasy
926,46,418,68,0,85,141,Johnny Harris,72,,Lorraine Stanley,London to Brighton ,7308,English,UK,R,500000,2006,146,7,2.35,933,Crime,Drama
1278,63,489,16,2,86,175,Christopher Berry,23,,Eddie Griffin,American Hero ,2706,English,USA,,990000,2015,207,4.9,,549,Action,Comedy
3336,8,1000,7,1,90,487,Samaire Armstrong,6,,Tommy O'Reilly,Windsor Drive ,169,English,USA,,100000,2015,806,3.2,,312,Mystery,Thriller
2501,0,786,354,2,123,620,Leila Hatami,264,7098492,Shahab Hosseini,A Separation ,151812,Persian,Iran,PG-13,500000,2011,712,8.4,1.85,48000,Drama,Mystery
81,5,49,16,1,93,10,Stephen McCole,6,,Jo Hartley,Crying with Laughter ,190,English,UK,,,2009,11,6.9,,33,Thriller,
1502,377,529,74,1,88,236,Ken Leung,174,4771000,Heather Matarazzo,Welcome to the Dollhouse ,26513,English,USA,R,800000,1995,502,7.5,1.85,0,Comedy,Drama
423,9,159,11,1,114,86,Todd Field,28,1001437,Allison Dean,Ruby in Paradise ,2039,English,USA,R,800000,1993,143,7.2,1.85,81,Drama,Romance
663,6,302,59,1,88,68,Melonie Diaz,135,2073984,Victor Rasuk,Raising Victor Vargas ,4743,English,France,R,800000,2002,270,7.2,1.85,219,Drama,Romance
455,21,426,71,1,110,3,Francis Lederer,84,9950,Louise Brooks,Pandora's Box ,7431,German,Germany,Not Rated,,1929,20,8,1.33,926,Crime,Drama
1484,0,940,5,2,95,167,Melora Walters,1,,Martin Landau,Harrison Montgomery ,59,English,USA,,850000,2008,188,7.4,1.78,18,Drama,
29,0,24,25,0,83,0,Hilda Bernard,11,,Norma Aleandro,Live-In Maid ,772,Spanish,Argentina,Unrated,800000,2004,5,7.2,,83,Drama,
1983,37,574,29,0,104,501,Kathryn Morris,79,144583,Kevin Pollak,Deterrence ,2256,English,France,R,800000,1999,573,6.5,1.85,130,Drama,Thriller
991,3,262,17,1,94,181,Tom Guiry,30,,Zachary Knighton,The Mudge Boy ,3480,English,USA,R,800000,2003,262,7.2,,396,Crime,Drama
2359,0,1000,13,0,87,258,Eion Bailey,3,58163,Leslie Bibb,The Young Unknowns ,122,English,USA,R,,2000,749,4.2,,4,Drama,
954,247,247,6,4,93,152,Kurt Angle,72,35688,Shane Dawson,Not Cool ,4167,English,USA,Not Rated,600000,2014,217,5.1,,0,Comedy,
116,75,35,224,0,91,13,Stig Frode Henriksen,200,41709,Bjørn Sundquist,Dead Snow ,54601,Norwegian,Norway,Not Rated,800000,2009,16,6.4,1.85,23000,Comedy,Horror
587,38,214,33,0,90,69,Larry Bagby,157,1310270,Corbin Allred,Saints and Soldiers ,17725,English,USA,PG-13,780000,2003,115,6.8,,1000,Action,Adventure
315,0,134,1,1,14,37,Alan Pietruszewski,3,,Taylor Pigeon,Vessel ,292,English,USA,,,2012,93,6.2,,14,Horror,Sci-Fi
14954,0,11000,100,1,112,425,Ron Howard,238,115000000,Harrison Ford,American Graffiti ,63839,English,USA,PG,777000,1973,2000,7.5,2.35,0,Comedy,Drama
25,21,25,21,0,75,0,Katy Helvenston-Wettengal,24,,Scott Helvenston,Iraq for Sale: The War Profiteers ,1477,English,USA,,750000,2006,0,7.7,1.78,274,Documentary,War
3071,8,2000,82,0,86,357,Fred Armisen,73,5518918,Tina Fey,Aqua Teen Hunger Force Colon Movie Film for Theaters ,12160,English,USA,R,750000,2007,424,6.9,1.85,307,Action,Adventure
2714,365,934,271,0,86,522,Mark Duplass,260,4007792,Mary Lynn Rajskub,Safety Not Guaranteed ,101287,English,USA,R,750000,2012,830,7,2.35,31000,Comedy,Drama
548,15,312,5,1,89,95,Larry King,8,7705974,Isaac C. Singleton Jr.,Kevin Hart: Laugh at My Pain ,3543,English,USA,R,,2011,135,7.5,1.85,614,Comedy,Documentary
